Departamento,Municipio,Tipo_Cultivo,Cultivo,Hectareas_sembradas,Hectareas_cosechadas,Toneladas
Norte De Santander,Labateca,Frutales,Mora,10,10,60
Norte De Santander,Labateca,Frutales,Naranja,48,48,605
Norte De Santander,Labateca,Frutales,Tomate De Arbol,22,13,124
Norte De Santander,Labateca,Hortalizas,Cebolla De Bulbo,18,15,150
Norte De Santander,Labateca,Hortalizas,Cebolla De Rama,17,17,296
Norte De Santander,Labateca,Hortalizas,Pimenton,13,12,168
Norte De Santander,Labateca,Leguminosas,Arveja,39,30,37
Norte De Santander,Labateca,Leguminosas,Frijol,43,39,47
Norte De Santander,Labateca,Leguminosas,Habichuela,5,5,50
Norte De Santander,Labateca,Otros Permanentes,Cafe,1124,1052,1177
Norte De Santander,Labateca,Otros Permanentes,Cana Panelera,161,155,930
Norte De Santander,Labateca,Tuberculos Y Platanos,Arracacha,70,70,840
Norte De Santander,Labateca,Tuberculos Y Platanos,Papa,10,10,80
Norte De Santander,Labateca,Tuberculos Y Platanos,Platano,211,206,1978
Norte De Santander,Labateca,Tuberculos Y Platanos,Yuca,8,8,80
Norte De Santander,Los Patios,Cereales,Arroz,311,306,1456
Norte De Santander,Los Patios,Cereales,Maiz,12,12,18
Norte De Santander,Los Patios,Frutales,Aguacate,2,0,0
Norte De Santander,Los Patios,Frutales,Mandarina,17,12,216
Norte De Santander,Los Patios,Frutales,Mango,2,2,20
Norte De Santander,Los Patios,Frutales,Maracuya,4,4,32
Norte De Santander,Los Patios,Frutales,Pitahaya,1,0,0
Norte De Santander,Los Patios,Frutales,Pina,2,0,0
Norte De Santander,Los Patios,Hortalizas,Acelga,2,2,24
Norte De Santander,Los Patios,Hortalizas,Cilantro,6,6,54
Norte De Santander,Los Patios,Hortalizas,Espinaca,3,3,3
Norte De Santander,Los Patios,Hortalizas,Pimenton,11,11,198
Norte De Santander,Los Patios,Hortalizas,Tomate,17,17,306
Norte De Santander,Los Patios,Leguminosas,Frijol,7,7,9
Norte De Santander,Los Patios,Leguminosas,Habichuela,3,3,30
Norte De Santander,Los Patios,Otros Permanentes,Cafe,145,132,147
Norte De Santander,Los Patios,Otros Permanentes,Cana Panelera,0,0,1
Norte De Santander,Los Patios,Tuberculos Y Platanos,Platano,27,27,225
Norte De Santander,Lourdes,Cereales,Maiz,9,9,9
Norte De Santander,Lourdes,Frutales,Aguacate,17,12,84
Norte De Santander,Lourdes,Frutales,Banano,454,448,3584
Norte De Santander,Lourdes,Frutales,Mandarina,27,27,351
Norte De Santander,Lourdes,Frutales,Naranja,58,58,1160
Norte De Santander,Lourdes,Hortalizas,Tomate,2,2,66
Norte De Santander,Lourdes,Leguminosas,Frijol,1,1,1
Norte De Santander,Lourdes,Otros Permanentes,Cacao,67,60,31
Norte De Santander,Lourdes,Otros Permanentes,Cafe,1281,1158,1657
Norte De Santander,Lourdes,Otros Permanentes,Cana Panelera,151,144,576
Norte De Santander,Lourdes,Tuberculos Y Platanos,Arracacha,16,16,224
Norte De Santander,Lourdes,Tuberculos Y Platanos,Platano,154,151,1359
Norte De Santander,Lourdes,Tuberculos Y Platanos,Yuca,42,42,672
Norte De Santander,Mutiscua,Frutales,Brevo,4,3,45
Norte De Santander,Mutiscua,Frutales,Ciruela,3,3,39
Norte De Santander,Mutiscua,Frutales,Durazno,3,2,30
Norte De Santander,Mutiscua,Frutales,Fresa,27,27,850
Norte De Santander,Mutiscua,Frutales,Mora,1,1,5
Norte De Santander,Mutiscua,Frutales,Tomate De Arbol,6,5,50
Norte De Santander,Mutiscua,Frutales,Uchuva,3,3,30
Norte De Santander,Mutiscua,Hortalizas,Ajo,2,2,30
Norte De Santander,Mutiscua,Hortalizas,Apio,100,100,1200
Norte De Santander,Mutiscua,Hortalizas,Brocoli,100,90,1080
Norte De Santander,Mutiscua,Hortalizas,Lechuga,130,119,3715
Norte De Santander,Mutiscua,Hortalizas,Puerro,2,2,40
Norte De Santander,Mutiscua,Hortalizas,Remolacha,24,24,480
Norte De Santander,Mutiscua,Hortalizas,Repollo,14,14,420
Norte De Santander,Mutiscua,Hortalizas,Zanahoria,80,75,1650
Norte De Santander,Mutiscua,Leguminosas,Arveja,80,80,168
Norte De Santander,Mutiscua,Leguminosas,Frijol,4,4,7
Norte De Santander,Mutiscua,Leguminosas,Haba,6,6,42
Norte De Santander,Mutiscua,Plantas Aromaticas Condimentarias Y Medicinales,Perejil,9,9,95
Norte De Santander,Mutiscua,Tuberculos Y Platanos,Arracacha,100,100,2500
Norte De Santander,Mutiscua,Tuberculos Y Platanos,Papa,420,420,10500
Norte De Santander,Ocana,Cereales,Maiz,480,420,2261
Norte De Santander,Ocana,Frutales,Aguacate,9,4,32
Norte De Santander,Ocana,Frutales,Lulo,42,32,320
Norte De Santander,Ocana,Frutales,Mandarina,29,24,240
Norte De Santander,Ocana,Frutales,Maracuya,9,8,80
Norte De Santander,Ocana,Frutales,Pina,25,15,450
Norte De Santander,Ocana,Hortalizas,Aji,100,70,350
Norte De Santander,Ocana,Hortalizas,Cebolla De Bulbo,432,410,7870
Norte De Santander,Ocana,Hortalizas,Cebolla De Rama,260,260,5200
Norte De Santander,Ocana,Hortalizas,Cilantro,90,90,900
Norte De Santander,Ocana,Hortalizas,Pepino Cohombro,110,90,2250
Norte De Santander,Ocana,Hortalizas,Pimenton,40,40,720
Norte De Santander,Ocana,Hortalizas,Repollo,25,25,300
Norte De Santander,Ocana,Hortalizas,Tomate,690,640,29120
Norte De Santander,Ocana,Leguminosas,Arveja,26,26,39
Norte De Santander,Ocana,Leguminosas,Frijol,1270,1130,2295
Norte De Santander,Ocana,Leguminosas,Habichuela,10,10,80
Norte De Santander,Ocana,Otros Permanentes,Cacao,33,33,17
Norte De Santander,Ocana,Otros Permanentes,Cafe,661,580,649
Norte De Santander,Ocana,Otros Permanentes,Cana Panelera,32,32,128
Norte De Santander,Ocana,Tuberculos Y Platanos,Arracacha,90,90,1170
Norte De Santander,Ocana,Tuberculos Y Platanos,Platano,120,90,1260
Norte De Santander,Ocana,Tuberculos Y Platanos,Yuca,250,250,3500
Norte De Santander,Pamplona,Cereales,Maiz,50,48,120
Norte De Santander,Pamplona,Flores Y Follajes,Flores Y Follajes,4,4,12
Norte De Santander,Pamplona,Frutales,Aguacate,3,3,24
Norte De Santander,Pamplona,Frutales,Brevo,4,4,20
Norte De Santander,Pamplona,Frutales,Ciruela,5,4,32
Norte De Santander,Pamplona,Frutales,Curuba,31,30,354
Norte De Santander,Pamplona,Frutales,Durazno,43,43,533
Norte De Santander,Pamplona,Frutales,Fresa,47,42,1428
Norte De Santander,Pamplona,Frutales,Granadilla,8,6,44
Norte De Santander,Pamplona,Frutales,Guayaba,2,2,6
Norte De Santander,Pamplona,Frutales,Gulupa,6,5,70
Norte De Santander,Pamplona,Frutales,Lulo,11,8,80
Norte De Santander,Pamplona,Frutales,Mora,157,146,1372
Norte De Santander,Pamplona,Frutales,Tomate De Arbol,25,23,230
Norte De Santander,Pamplona,Frutales,Uchuva,12,9,90
Norte De Santander,Pamplona,Hortalizas,Cilantro,10,9,90
Norte De Santander,Pamplona,Hortalizas,Lechuga,4,4,80
Norte De Santander,Pamplona,Hortalizas,Repollo,11,10,181
Norte De Santander,Pamplona,Hortalizas,Zanahoria,43,40,880
Norte De Santander,Pamplona,Leguminosas,Arveja,157,154,216
Norte De Santander,Pamplona,Leguminosas,Frijol,80,77,124
Norte De Santander,Pamplona,Leguminosas,Haba,13,12,54
Norte De Santander,Pamplona,Otros Permanentes,Cafe,45,39,26
Norte De Santander,Pamplona,Tuberculos Y Platanos,Arracacha,50,49,490
Norte De Santander,Pamplona,Tuberculos Y Platanos,Papa,485,477,9540
Norte De Santander,Pamplona,Tuberculos Y Platanos,Yuca,45,44,264
Norte De Santander,Pamplonita,Cereales,Maiz,36,36,72
Norte De Santander,Pamplonita,Frutales,Brevo,5,5,9
Norte De Santander,Pamplonita,Frutales,Ciruela,11,11,165
Norte De Santander,Pamplonita,Frutales,Durazno,117,117,1755
Norte De Santander,Pamplonita,Frutales,Maracuya,3,3,15
Norte De Santander,Pamplonita,Frutales,Mora,64,64,576
Norte De Santander,Pamplonita,Frutales,Naranja,114,114,1491
Norte De Santander,Pamplonita,Hortalizas,Cebolla De Bulbo,17,17,238
Norte De Santander,Pamplonita,Hortalizas,Cebolla De Rama,14,14,154
Norte De Santander,Pamplonita,Hortalizas,Pimenton,6,6,90
Norte De Santander,Pamplonita,Hortalizas,Tomate,20,20,770
Norte De Santander,Pamplonita,Otros Permanentes,Cafe,372,343,384
Norte De Santander,Pamplonita,Otros Permanentes,Cana Panelera,28,28,140
Norte De Santander,Pamplonita,Tuberculos Y Platanos,Arracacha,14,14,91
Norte De Santander,Pamplonita,Tuberculos Y Platanos,Platano,59,59,295
Norte De Santander,Pamplonita,Tuberculos Y Platanos,Yuca,5,5,68
Norte De Santander,Puerto Santander,Cereales,Arroz,2472,2411,10555
Norte De Santander,Puerto Santander,Frutales,Guayaba,5,3,30
Norte De Santander,Puerto Santander,Frutales,Naranja,7,4,12
Norte De Santander,Ragonvalia,Cereales,Maiz,12,12,14
Norte De Santander,Ragonvalia,Frutales,Aguacate,12,12,139
Norte De Santander,Ragonvalia,Frutales,Banano,46,38,217
Norte De Santander,Ragonvalia,Frutales,Durazno,2,0,0
Norte De Santander,Ragonvalia,Frutales,Lulo,5,4,32
Norte De Santander,Ragonvalia,Frutales,Maracuya,2,0,0
Norte De Santander,Ragonvalia,Frutales,Mora,144,138,1380
Norte De Santander,Ragonvalia,Frutales,Tomate De Arbol,6,6,60
Norte De Santander,Ragonvalia,Hortalizas,Cebolla De Bulbo,6,6,108
Norte De Santander,Ragonvalia,Hortalizas,Pimenton,1,1,15
Norte De Santander,Ragonvalia,Hortalizas,Tomate,6,6,204
Norte De Santander,Ragonvalia,Leguminosas,Arveja,4,4,6
Norte De Santander,Ragonvalia,Leguminosas,Frijol,14,14,17
Norte De Santander,Ragonvalia,Leguminosas,Habichuela,5,5,50
Norte De Santander,Ragonvalia,Otros Permanentes,Cafe,382,335,611
Norte De Santander,Ragonvalia,Otros Permanentes,Cana Panelera,76,72,346
Norte De Santander,Ragonvalia,Tuberculos Y Platanos,Arracacha,28,28,420
Norte De Santander,Salazar,Cereales,Maiz,11,11,12
Norte De Santander,Salazar,Frutales,Aguacate,4,4,20
Norte De Santander,Salazar,Frutales,Banano,174,154,924
Norte De Santander,Salazar,Frutales,Limon,12,9,90
Norte De Santander,Salazar,Frutales,Lulo,2,1,1
Norte De Santander,Salazar,Frutales,Maracuya,4,4,8
Norte De Santander,Salazar,Frutales,Mora,2,2,4
Norte De Santander,Salazar,Frutales,Naranja,17,17,170
Norte De Santander,Salazar,Frutales,Zapote,2,2,10
Norte De Santander,Salazar,Hortalizas,Hortalizas Varias,2,2,2
Norte De Santander,Salazar,Hortalizas,Tomate,3,3,75
Norte De Santander,Salazar,Leguminosas,Frijol,9,9,9
Norte De Santander,Salazar,Leguminosas,Habichuela,1,1,3
Norte De Santander,Salazar,Otros Permanentes,Cacao,6,4,2
Norte De Santander,Salazar,Otros Permanentes,Cafe,1606,1437,1211
Norte De Santander,Salazar,Otros Permanentes,Cana Panelera,48,30,120
Norte De Santander,Salazar,Tuberculos Y Platanos,Arracacha,2,2,10
Norte De Santander,Salazar,Tuberculos Y Platanos,Platano,15,10,56
Norte De Santander,Salazar,Tuberculos Y Platanos,Yuca,70,70,840
Norte De Santander,San Calixto,Cereales,Maiz,60,60,120
Norte De Santander,San Calixto,Frutales,Aguacate,15,14,182
Norte De Santander,San Calixto,Frutales,Naranja,8,8,80
Norte De Santander,San Calixto,Frutales,Pina,47,47,1880
Norte De Santander,San Calixto,Hortalizas,Cebolla De Bulbo,744,732,16080
Norte De Santander,San Calixto,Hortalizas,Tomate,16,16,448
Norte De Santander,San Calixto,Leguminosas,Frijol,620,620,636
Norte De Santander,San Calixto,Otros Permanentes,Cacao,487,480,294
Norte De Santander,San Calixto,Otros Permanentes,Cafe,1163,952,1065
Norte De Santander,San Calixto,Otros Permanentes,Cana Panelera,30,30,150
Norte De Santander,San Calixto,Tuberculos Y Platanos,Platano,62,62,310
Norte De Santander,San Calixto,Tuberculos Y Platanos,Yuca,120,118,708
Norte De Santander,San Cayetano,Cereales,Arroz,873,859,4242
Norte De Santander,San Cayetano,Cereales,Maiz,32,32,64
Norte De Santander,San Cayetano,Frutales,Mango,10,10,140
Norte De Santander,San Cayetano,Frutales,Melon,10,10,180
Norte De Santander,San Cayetano,Frutales,Naranja,40,30,240
Norte De Santander,San Cayetano,Frutales,Papaya,22,19,285
Norte De Santander,San Cayetano,Hortalizas,Ahuyama,24,24,288
Norte De Santander,San Cayetano,Hortalizas,Tomate,9,9,270
Norte De Santander,San Cayetano,Otros Permanentes,Cacao,50,50,25
Norte De Santander,San Cayetano,Otros Permanentes,Cafe,68,64,44
Norte De Santander,San Cayetano,Tuberculos Y Platanos,Platano,32,27,154
Norte De Santander,San Cayetano,Tuberculos Y Platanos,Yuca,52,52,1040
Norte De Santander,Santiago,Cereales,Arroz,42,42,203
Norte De Santander,Santiago,Cereales,Maiz,30,30,30
Norte De Santander,Santiago,Frutales,Aguacate,5,3,30
Norte De Santander,Santiago,Frutales,Limon,15,10,120
Norte De Santander,Santiago,Frutales,Naranja,14,14,210
Norte De Santander,Santiago,Frutales,Tangelo,20,10,150
Norte De Santander,Santiago,Hortalizas,Hortalizas Varias,3,3,30
Norte De Santander,Santiago,Hortalizas,Tomate,3,3,48
Norte De Santander,Santiago,Leguminosas,Frijol,16,16,12
Norte De Santander,Santiago,Oleaginosas,Palma De Aceite,32,0,0
Norte De Santander,Santiago,Otros Permanentes,Cacao,11,7,6
Norte De Santander,Santiago,Otros Permanentes,Cafe,278,248,163
Norte De Santander,Santiago,Otros Permanentes,Cana Panelera,65,60,234
Norte De Santander,Santiago,Tuberculos Y Platanos,Platano,99,94,604
Norte De Santander,Santiago,Tuberculos Y Platanos,Yuca,15,15,120
Norte De Santander,Sardinata,Cereales,Maiz,112,103,103
Norte De Santander,Sardinata,Frutales,Mandarina,256,256,2555
Norte De Santander,Sardinata,Hortalizas,Tomate,4,4,65
Norte De Santander,Sardinata,Leguminosas,Frijol,6,5,3
Norte De Santander,Sardinata,Oleaginosas,Palma De Aceite,3425,3225,10933
Norte De Santander,Sardinata,Otros Permanentes,Cacao,2444,2414,1023
Norte De Santander,Sardinata,Otros Permanentes,Cafe,1493,1354,1515
Norte De Santander,Sardinata,Otros Permanentes,Cana Panelera,1131,1125,4500
Norte De Santander,Sardinata,Tuberculos Y Platanos,Platano,1422,1392,6960
Norte De Santander,Sardinata,Tuberculos Y Platanos,Yuca,1120,1115,16725
Norte De Santander,Silos,Cereales,Maiz,64,60,105
Norte De Santander,Silos,Frutales,Aguacate,5,0,0
Norte De Santander,Silos,Frutales,Brevo,35,28,140
Norte De Santander,Silos,Frutales,Ciruela,28,24,517
Norte De Santander,Silos,Frutales,Curuba,143,135,1620
Norte De Santander,Silos,Frutales,Durazno,158,156,1872
Norte De Santander,Silos,Frutales,Fresa,52,40,1000
Norte De Santander,Silos,Frutales,Manzana,1,0,0
Norte De Santander,Silos,Frutales,Tomate De Arbol,92,82,1230
Norte De Santander,Silos,Hortalizas,Cebolla De Rama,144,138,1656
Norte De Santander,Silos,Hortalizas,Zanahoria,4,4,72
Norte De Santander,Silos,Leguminosas,Arveja,15,15,32
Norte De Santander,Silos,Leguminosas,Frijol,4,4,6
Norte De Santander,Silos,Tuberculos Y Platanos,Arracacha,36,32,640
Norte De Santander,Silos,Tuberculos Y Platanos,Papa,1660,1370,34200
Norte De Santander,Teorama,Cereales,Maiz,22,22,26
Norte De Santander,Teorama,Frutales,Aguacate,60,60,480
Norte De Santander,Teorama,Frutales,Lulo,50,50,500
Norte De Santander,Teorama,Frutales,Naranja,69,69,690
Norte De Santander,Teorama,Frutales,Pina,170,170,6460
Norte De Santander,Teorama,Hortalizas,Aji,16,16,34
Norte De Santander,Teorama,Hortalizas,Tomate,76,76,1748
Norte De Santander,Teorama,Leguminosas,Frijol,196,196,432
Norte De Santander,Teorama,Otros Permanentes,Cacao,1099,571,394
Norte De Santander,Teorama,Otros Permanentes,Cafe,260,220,246
Norte De Santander,Teorama,Otros Permanentes,Cana Panelera,887,887,4435
Norte De Santander,Teorama,Tuberculos Y Platanos,Platano,713,713,4358
Norte De Santander,Teorama,Tuberculos Y Platanos,Yuca,47,47,705
Norte De Santander,Tibu,Cereales,Arroz,1440,1414,6910
Norte De Santander,Tibu,Cereales,Maiz,1870,1870,2244
Norte De Santander,Tibu,Forestales,Caucho,300,0,0
Norte De Santander,Tibu,Frutales,Guanabana,12,12,60
Norte De Santander,Tibu,Frutales,Papaya,40,38,570
Norte De Santander,Tibu,Frutales,Pina,9,9,450
Norte De Santander,Tibu,Oleaginosas,Palma De Aceite,25122,23122,78384
Norte De Santander,Tibu,Otros Permanentes,Cacao,1696,1526,1027
Norte De Santander,Tibu,Otros Permanentes,Cana Panelera,242,232,766
Norte De Santander,Tibu,Tuberculos Y Platanos,Platano,1160,1110,7548
Norte De Santander,Tibu,Tuberculos Y Platanos,Yuca,3200,3200,41600
Norte De Santander,Toledo,Cereales,Maiz,36,36,36
Norte De Santander,Toledo,Frutales,Aguacate,7,0,0
Norte De Santander,Toledo,Frutales,Mora,15,15,105
Norte De Santander,Toledo,Frutales,Naranja,170,170,1700
Norte De Santander,Toledo,Hortalizas,Cebolla De Bulbo,1,1,16
Norte De Santander,Toledo,Hortalizas,Tomate,6,6,189
Norte De Santander,Toledo,Leguminosas,Frijol,42,41,41
Norte De Santander,Toledo,Otros Permanentes,Cacao,60,45,27
Norte De Santander,Toledo,Otros Permanentes,Cafe,1648,1491,1668
Norte De Santander,Toledo,Otros Permanentes,Cana Panelera,1102,1057,4840
Norte De Santander,Toledo,Tuberculos Y Platanos,Platano,328,328,1968
Norte De Santander,Villa Caro,Cereales,Maiz,32,32,70
Norte De Santander,Villa Caro,Frutales,Aguacate,6,5,9
Norte De Santander,Villa Caro,Frutales,Lulo,25,20,80
Norte De Santander,Villa Caro,Frutales,Mora,16,15,90
Norte De Santander,Villa Caro,Frutales,Naranja,14,14,84
Norte De Santander,Villa Caro,Frutales,Tomate De Arbol,2,2,10
Norte De Santander,Villa Caro,Frutales,Uchuva,2,1,3
Norte De Santander,Villa Caro,Hortalizas,Cebolla De Bulbo,65,65,1135
Norte De Santander,Villa Caro,Hortalizas,Pimenton,8,8,128
Norte De Santander,Villa Caro,Hortalizas,Tomate,43,43,1075
Norte De Santander,Villa Caro,Leguminosas,Arveja,12,12,21
Norte De Santander,Villa Caro,Leguminosas,Frijol,47,47,109
Norte De Santander,Villa Caro,Leguminosas,Habichuela,1,1,7
Norte De Santander,Villa Caro,Otros Permanentes,Cafe,304,265,296
Norte De Santander,Villa Caro,Otros Permanentes,Cana Panelera,20,20,100
Norte De Santander,Villa Caro,Tuberculos Y Platanos,Arracacha,12,8,80
Norte De Santander,Villa Caro,Tuberculos Y Platanos,Platano,50,22,126
Norte De Santander,Villa Caro,Tuberculos Y Platanos,Yuca,25,20,160
Norte De Santander,Villa Del Rosario,Cereales,Arroz,212,208,1027
Norte De Santander,Villa Del Rosario,Fibras,Mimbre,6,6,29
Norte De Santander,Villa Del Rosario,Frutales,Mango,9,9,138
Norte De Santander,Villa Del Rosario,Frutales,Maracuya,9,9,153
Norte De Santander,Villa Del Rosario,Frutales,Melon,28,28,602
Norte De Santander,Villa Del Rosario,Frutales,Naranja,22,17,248
Norte De Santander,Villa Del Rosario,Hortalizas,Hortalizas Varias,104,103,670
Norte De Santander,Villa Del Rosario,Hortalizas,Tomate,23,22,908
Norte De Santander,Villa Del Rosario,Leguminosas,Frijol,8,8,14
Norte De Santander,Villa Del Rosario,Leguminosas,Habichuela,1,1,4
Norte De Santander,Villa Del Rosario,Otros Permanentes,Cafe,125,121,136
Norte De Santander,Villa Del Rosario,Otros Permanentes,Cana Panelera,42,42,187
Norte De Santander,Villa Del Rosario,Tuberculos Y Platanos,Arracacha,4,3,48
Norte De Santander,Villa Del Rosario,Tuberculos Y Platanos,Platano,29,29,171
Norte De Santander,Villa Del Rosario,Tuberculos Y Platanos,Yuca,10,10,130
Putumayo,Colon,Cereales,Maiz,180,175,175
Putumayo,Colon,Frutales,Granadilla,14,2,18
Putumayo,Colon,Frutales,Lulo,4,4,21
Putumayo,Colon,Frutales,Mora,7,2,10
Putumayo,Colon,Frutales,Tomate De Arbol,7,4,28
Putumayo,Colon,Leguminosas,Frijol,200,200,322
Putumayo,Mocoa,Cereales,Maiz,210,199,199
Putumayo,Mocoa,Forestales,Caucho,154,154,185
Putumayo,Mocoa,Frutales,Chontaduro,51,43,151
Putumayo,Mocoa,Frutales,Naranja,6,6,72
Putumayo,Mocoa,Frutales,Pina,35,31,310
Putumayo,Mocoa,Oleaginosas,Sacha Inchi,38,36,108
Putumayo,Mocoa,Otros Permanentes,Cacao,205,193,96
Putumayo,Mocoa,Otros Permanentes,Cafe,225,209,282
Putumayo,Mocoa,Otros Permanentes,Cana Panelera,112,102,379
Putumayo,Mocoa,Tuberculos Y Platanos,Platano,1219,1219,2682
Putumayo,Mocoa,Tuberculos Y Platanos,Yuca,110,91,686
Putumayo,Orito,Cereales,Arroz,460,355,745
Putumayo,Orito,Cereales,Maiz,600,515,597
Putumayo,Orito,Forestales,Caucho,30,30,24
Putumayo,Orito,Frutales,Chontaduro,220,220,880
Putumayo,Orito,Frutales,Pina,90,18,180
Putumayo,Orito,Hortalizas,Palmito,64,64,83
Putumayo,Orito,Oleaginosas,Sacha Inchi,23,23,14
Putumayo,Orito,Otros Permanentes,Cacao,318,318,159
Putumayo,Orito,Otros Permanentes,Cana Panelera,172,114,398
Putumayo,Orito,Plantas Aromaticas Condimentarias Y Medicinales,Pimienta,393,193,97
Putumayo,Orito,Tuberculos Y Platanos,Malanga,50,45,180
Putumayo,Orito,Tuberculos Y Platanos,Platano,1200,860,2924
Putumayo,Orito,Tuberculos Y Platanos,Yuca,410,400,1600
Putumayo,Puerto Asis,Cereales,Arroz,311,277,519
Putumayo,Puerto Asis,Cereales,Maiz,545,499,549
Putumayo,Puerto Asis,Forestales,Caucho,76,6,1
Putumayo,Puerto Asis,Frutales,Araza,8,8,15
Putumayo,Puerto Asis,Frutales,Chontaduro,125,120,540
Putumayo,Puerto Asis,Frutales,Copoazu,11,11,11
Putumayo,Puerto Asis,Frutales,Pina,45,42,420
Putumayo,Puerto Asis,Otros Permanentes,Cacao,259,254,127
Putumayo,Puerto Asis,Otros Permanentes,Cana Panelera,100,85,162
Putumayo,Puerto Asis,Plantas Aromaticas Condimentarias Y Medicinales,Pimienta,248,238,238
Putumayo,Puerto Asis,Tuberculos Y Platanos,Platano,276,249,623
Putumayo,Puerto Asis,Tuberculos Y Platanos,Yuca,360,340,2550
Putumayo,Puerto Caicedo,Cereales,Arroz,110,97,136
Putumayo,Puerto Caicedo,Cereales,Maiz,287,281,305
Putumayo,Puerto Caicedo,Forestales,Caucho,121,121,12
Putumayo,Puerto Caicedo,Frutales,Chontaduro,354,279,1200
Putumayo,Puerto Caicedo,Oleaginosas,Sacha Inchi,26,22,11
Putumayo,Puerto Caicedo,Otros Permanentes,Cacao,20,18,7
Putumayo,Puerto Caicedo,Otros Permanentes,Cana Panelera,108,88,202
Putumayo,Puerto Caicedo,Plantas Aromaticas Condimentarias Y Medicinales,Curcuma,32,30,600
Putumayo,Puerto Caicedo,Plantas Aromaticas Condimentarias Y Medicinales,Pimienta,124,120,48
Putumayo,Puerto Caicedo,Tuberculos Y Platanos,Malanga,4,4,25
Putumayo,Puerto Caicedo,Tuberculos Y Platanos,Platano,267,242,847
Putumayo,Puerto Caicedo,Tuberculos Y Platanos,Yuca,22,20,140
Putumayo,Puerto Guzman,Cereales,Arroz,245,225,383
Putumayo,Puerto Guzman,Cereales,Maiz,2540,2505,2557
Putumayo,Puerto Guzman,Forestales,Caucho,90,32,38
Putumayo,Puerto Guzman,Frutales,Chontaduro,271,246,1033
Putumayo,Puerto Guzman,Frutales,Pina,84,79,948
Putumayo,Puerto Guzman,Otros Permanentes,Cacao,108,100,40
Putumayo,Puerto Guzman,Otros Permanentes,Cana Panelera,23,19,34
Putumayo,Puerto Guzman,Plantas Aromaticas Condimentarias Y Medicinales,Pimienta,26,22,15
Putumayo,Puerto Guzman,Tuberculos Y Platanos,Platano,1808,1798,6832
Putumayo,Puerto Guzman,Tuberculos Y Platanos,Yuca,950,930,6510
Putumayo,Puerto Leguizamo,Cereales,Arroz,230,210,495
Putumayo,Puerto Leguizamo,Cereales,Maiz,750,520,812
Putumayo,Puerto Leguizamo,Frutales,Pina,18,11,110
Putumayo,Puerto Leguizamo,Oleaginosas,Sacha Inchi,33,23,60
Putumayo,Puerto Leguizamo,Otros Permanentes,Cacao,271,261,157
Putumayo,Puerto Leguizamo,Otros Permanentes,Cana Panelera,300,296,740
Putumayo,Puerto Leguizamo,Tuberculos Y Platanos,Platano,2134,2122,10610
Putumayo,Puerto Leguizamo,Tuberculos Y Platanos,Yuca,70,60,480
Putumayo,San Francisco,Cereales,Maiz,260,240,240
Putumayo,San Francisco,Frutales,Aguacate,8,7,8
Putumayo,San Francisco,Frutales,Granadilla,34,29,197
Putumayo,San Francisco,Frutales,Lulo,10,8,14
Putumayo,San Francisco,Frutales,Mora,5,3,5
Putumayo,San Francisco,Frutales,Tomate De Arbol,9,8,18
Putumayo,San Francisco,Leguminosas,Arveja,10,10,8
Putumayo,San Francisco,Leguminosas,Frijol,250,245,377
Putumayo,San Francisco,Tuberculos Y Platanos,Papa,2,2,4
Putumayo,San Miguel,Cereales,Maiz,215,139,126
Putumayo,San Miguel,Frutales,Chontaduro,300,150,630
Putumayo,San Miguel,Frutales,Pina,30,30,360
Putumayo,San Miguel,Oleaginosas,Sacha Inchi,21,11,6
Putumayo,San Miguel,Otros Permanentes,Cacao,2060,2000,800
Putumayo,San Miguel,Otros Permanentes,Cana Panelera,356,206,412
Putumayo,San Miguel,Plantas Aromaticas Condimentarias Y Medicinales,Pimienta,55,50,75
Putumayo,San Miguel,Tuberculos Y Platanos,Platano,585,335,1508
Putumayo,San Miguel,Tuberculos Y Platanos,Yuca,150,80,400
Putumayo,Santiago,Cereales,Maiz,100,90,99
Putumayo,Santiago,Frutales,Granadilla,37,32,224
Putumayo,Santiago,Frutales,Lulo,67,67,402
Putumayo,Santiago,Frutales,Mora,153,143,1287
Putumayo,Santiago,Frutales,Tomate De Arbol,119,119,952
Putumayo,Santiago,Leguminosas,Arveja,20,20,19
Putumayo,Santiago,Leguminosas,Frijol,100,100,161
Putumayo,Santiago,Tuberculos Y Platanos,Papa,10,10,20
Putumayo,Sibundoy,Cereales,Maiz,290,290,319
Putumayo,Sibundoy,Frutales,Granadilla,149,124,1116
Putumayo,Sibundoy,Frutales,Lulo,59,52,308
Putumayo,Sibundoy,Frutales,Mora,7,4,29
Putumayo,Sibundoy,Frutales,Tomate De Arbol,61,55,492
Putumayo,Sibundoy,Leguminosas,Arveja,4,4,3
Putumayo,Sibundoy,Leguminosas,Frijol,305,290,507
Putumayo,Sibundoy,Tuberculos Y Platanos,Papa,3,3,5
Putumayo,Valle Del Guamuez,Cereales,Arroz,80,73,146
Putumayo,Valle Del Guamuez,Cereales,Maiz,197,190,209
Putumayo,Valle Del Guamuez,Forestales,Caucho,67,62,12
Putumayo,Valle Del Guamuez,Frutales,Aguacate,36,31,248
Putumayo,Valle Del Guamuez,Hortalizas,Palmito,116,114,137
Putumayo,Valle Del Guamuez,Oleaginosas,Sacha Inchi,49,44,101
Putumayo,Valle Del Guamuez,Otros Permanentes,Cacao,1200,1122,673
