Departamento,Municipio,Tipo_Cultivo,Cultivo,Hectareas_sembradas,Hectareas_cosechadas,Toneladas
Cesar,Chiriguana,Tuberculos Y Platanos,Yuca,170,145,1305
Cesar,Curumani,Cereales,Arroz,55,55,239
Cesar,Curumani,Cereales,Maiz,700,655,655
Cesar,Curumani,Forestales,Caucho,115,0,0
Cesar,Curumani,Frutales,Aguacate,285,240,1680
Cesar,Curumani,Frutales,Mango,64,14,70
Cesar,Curumani,Frutales,Melon,80,78,468
Cesar,Curumani,Leguminosas,Frijol,450,420,282
Cesar,Curumani,Oleaginosas,Palma De Aceite,2300,2300,5980
Cesar,Curumani,Otros Permanentes,Cacao,400,330,132
Cesar,Curumani,Otros Permanentes,Cafe,455,369,243
Cesar,Curumani,Tuberculos Y Platanos,Platano,210,180,1080
Cesar,Curumani,Tuberculos Y Platanos,Yuca,420,300,3000
Cesar,El Copey,Cereales,Arroz,22,22,112
Cesar,El Copey,Cereales,Maiz,1130,1065,852
Cesar,El Copey,Frutales,Aguacate,195,170,1020
Cesar,El Copey,Frutales,Citricos,150,70,560
Cesar,El Copey,Frutales,Mango,20,20,240
Cesar,El Copey,Frutales,Melon,380,355,2690
Cesar,El Copey,Frutales,Patilla,490,460,4080
Cesar,El Copey,Leguminosas,Frijol,215,206,107
Cesar,El Copey,Oleaginosas,Palma De Aceite,18000,16000,44800
Cesar,El Copey,Otros Permanentes,Cacao,230,210,84
Cesar,El Copey,Otros Permanentes,Cafe,907,842,555
Cesar,El Copey,Tuberculos Y Platanos,Malanga,82,64,448
Cesar,El Copey,Tuberculos Y Platanos,Platano,20,15,75
Cesar,El Copey,Tuberculos Y Platanos,Yuca,280,180,1260
Cesar,El Copey,Tuberculos Y Platanos,name,400,380,3800
Cesar,El Paso,Cereales,Arroz,1311,1305,5724
Cesar,El Paso,Cereales,Maiz,130,120,91
Cesar,El Paso,Cereales,Maiz Forrajero,130,130,390
Cesar,El Paso,Flores Y Follajes,Eucalipto Baby Blue,53,0,0
Cesar,El Paso,Frutales,Patilla,120,115,605
Cesar,El Paso,Hortalizas,Ahuyama,6,5,45
Cesar,El Paso,Oleaginosas,Palma De Aceite,1080,1040,3609
Cesar,El Paso,Tuberculos Y Platanos,Platano,202,200,1900
Cesar,El Paso,Tuberculos Y Platanos,Yuca,38,30,270
Cesar,Gamarra,Cereales,Arroz,520,518,2041
Cesar,Gamarra,Cereales,Maiz,468,423,861
Cesar,Gamarra,Fibras,Algodon,60,60,90
Cesar,Gamarra,Hortalizas,Ahuyama,204,188,1880
Cesar,Gamarra,Oleaginosas,Palma De Aceite,92,0,0
Cesar,Gamarra,Tuberculos Y Platanos,Platano,84,80,560
Cesar,Gamarra,Tuberculos Y Platanos,Yuca,125,100,900
Cesar,Gonzalez,Cereales,Maiz,50,48,48
Cesar,Gonzalez,Cereales,Maiz Forrajero,30,30,225
Cesar,Gonzalez,Frutales,Aguacate,50,35,175
Cesar,Gonzalez,Hortalizas,Aji,70,70,2500
Cesar,Gonzalez,Hortalizas,Cebolla De Bulbo,100,98,1780
Cesar,Gonzalez,Hortalizas,Cebolla De Rama,170,166,2490
Cesar,Gonzalez,Hortalizas,Pimenton,70,70,280
Cesar,Gonzalez,Hortalizas,Tomate,30,30,540
Cesar,Gonzalez,Leguminosas,Frijol,435,402,241
Cesar,Gonzalez,Otros Permanentes,Cafe,82,64,42
Cesar,Gonzalez,Otros Permanentes,Cana Panelera,2380,2360,9440
Cesar,La Gloria,Cereales,Arroz,1588,1582,7023
Cesar,La Gloria,Cereales,Maiz,2000,1843,2799
Cesar,La Gloria,Frutales,Aguacate,63,45,270
Cesar,La Gloria,Frutales,Pina,338,20,1352
Cesar,La Gloria,Leguminosas,Frijol,165,155,124
Cesar,La Gloria,Oleaginosas,Palma De Aceite,6910,6600,19800
Cesar,La Gloria,Otros Permanentes,Cacao,33,20,8
Cesar,La Gloria,Otros Permanentes,Cafe,90,87,58
Cesar,La Gloria,Tuberculos Y Platanos,Platano,50,42,294
Cesar,La Gloria,Tuberculos Y Platanos,Yuca,200,160,1440
Cesar,La Jagua De Ibirico,Cereales,Arroz,1418,1413,5891
Cesar,La Jagua De Ibirico,Cereales,Maiz,1598,1550,1628
Cesar,La Jagua De Ibirico,Frutales,Aguacate,170,125,1000
Cesar,La Jagua De Ibirico,Frutales,Lulo,38,38,684
Cesar,La Jagua De Ibirico,Frutales,Mango,13,0,0
Cesar,La Jagua De Ibirico,Frutales,Melon,40,40,360
Cesar,La Jagua De Ibirico,Frutales,Papaya,17,17,340
Cesar,La Jagua De Ibirico,Frutales,Patilla,18,18,214
Cesar,La Jagua De Ibirico,Frutales,Tomate De Arbol,36,30,240
Cesar,La Jagua De Ibirico,Hortalizas,Ahuyama,15,15,135
Cesar,La Jagua De Ibirico,Hortalizas,Tomate,45,45,540
Cesar,La Jagua De Ibirico,Leguminosas,Frijol,323,292,225
Cesar,La Jagua De Ibirico,Oleaginosas,Palma De Aceite,1400,1250,3750
Cesar,La Jagua De Ibirico,Otros Permanentes,Cacao,811,780,546
Cesar,La Jagua De Ibirico,Otros Permanentes,Cafe,2737,2419,1593
Cesar,La Jagua De Ibirico,Tuberculos Y Platanos,Malanga,65,60,720
Cesar,La Jagua De Ibirico,Tuberculos Y Platanos,Platano,126,126,1008
Cesar,La Jagua De Ibirico,Tuberculos Y Platanos,Yuca,228,200,1800
Cesar,La Paz,Cereales,Maiz,1890,1790,2542
Cesar,La Paz,Cereales,Maiz Forrajero,25,25,750
Cesar,La Paz,Cereales,Sorgo,20,20,50
Cesar,La Paz,Frutales,Aguacate,190,160,1120
Cesar,La Paz,Frutales,Lulo,200,20,360
Cesar,La Paz,Frutales,Mango,45,15,75
Cesar,La Paz,Frutales,Maracuya,310,300,2400
Cesar,La Paz,Frutales,Melon,210,195,1560
Cesar,La Paz,Frutales,Mora,258,250,1500
Cesar,La Paz,Frutales,Patilla,300,288,2880
Cesar,La Paz,Frutales,Tomate De Arbol,262,250,2000
Cesar,La Paz,Hortalizas,Ahuyama,35,34,340
Cesar,La Paz,Hortalizas,Aji,80,65,195
Cesar,La Paz,Hortalizas,Cebolla De Bulbo,30,30,560
Cesar,La Paz,Hortalizas,Cilantro,50,47,564
Cesar,La Paz,Hortalizas,Pimenton,160,150,600
Cesar,La Paz,Hortalizas,Tomate,190,181,2172
Cesar,La Paz,Leguminosas,Frijol,670,640,448
Cesar,La Paz,Oleaginosas,Palma De Aceite,1580,1400,4200
Cesar,La Paz,Otros Permanentes,Cacao,710,700,280
Cesar,La Paz,Otros Permanentes,Cafe,4655,4022,2648
Cesar,La Paz,Otros Permanentes,Cana Panelera,180,160,640
Cesar,La Paz,Tuberculos Y Platanos,Malanga,290,220,1760
Cesar,La Paz,Tuberculos Y Platanos,Platano,325,315,2205
Cesar,La Paz,Tuberculos Y Platanos,Yuca,320,300,3000
Cesar,Manaure,Cereales,Maiz,800,720,783
Cesar,Manaure,Frutales,Aguacate,142,90,864
Cesar,Manaure,Frutales,Citricos,12,10,100
Cesar,Manaure,Frutales,Lulo,36,31,155
Cesar,Manaure,Frutales,Maracuya,5,5,20
Cesar,Manaure,Frutales,Mora,26,24,144
Cesar,Manaure,Hortalizas,Aji,85,83,262
Cesar,Manaure,Hortalizas,Cilantro,60,56,212
Cesar,Manaure,Hortalizas,Tomate,12,12,120
Cesar,Manaure,Leguminosas,Frijol,141,130,78
Cesar,Manaure,Otros Permanentes,Cacao,177,170,102
Cesar,Manaure,Otros Permanentes,Cafe,777,716,471
Cesar,Manaure,Otros Permanentes,Cana Panelera,12,10,40
Cesar,Manaure,Tuberculos Y Platanos,Malanga,12,10,80
Cesar,Manaure,Tuberculos Y Platanos,Platano,137,130,910
Cesar,Manaure,Tuberculos Y Platanos,Yuca,95,90,1080
Cesar,Pailitas,Cereales,Arroz,96,96,400
Cesar,Pailitas,Cereales,Maiz,1020,957,1791
Cesar,Pailitas,Frutales,Aguacate,389,189,1134
Cesar,Pailitas,Frutales,Limon,67,27,270
Cesar,Pailitas,Frutales,Mango,105,50,750
Cesar,Pailitas,Frutales,Naranja,180,80,800
Cesar,Pailitas,Hortalizas,Ahuyama,162,150,1500
Cesar,Pailitas,Hortalizas,Pimenton,20,20,50
Cesar,Pailitas,Hortalizas,Zanahoria,20,20,20
Cesar,Pailitas,Leguminosas,Frijol,132,91,73
Cesar,Pailitas,Leguminosas,Habichuela,30,30,30
Cesar,Pailitas,Oleaginosas,Palma De Aceite,400,240,624
Cesar,Pailitas,Otros Permanentes,Cacao,386,94,56
Cesar,Pailitas,Otros Permanentes,Cafe,354,334,282
Cesar,Pailitas,Otros Permanentes,Cana Panelera,55,25,75
Cesar,Pailitas,Tuberculos Y Platanos,Platano,164,40,320
Cesar,Pailitas,Tuberculos Y Platanos,Yuca,120,100,800
Cesar,Pelaya,Cereales,Arroz,863,860,4146
Cesar,Pelaya,Cereales,Maiz,4900,4656,7632
Cesar,Pelaya,Frutales,Mango,10,0,0
Cesar,Pelaya,Hortalizas,Ahuyama,80,74,572
Cesar,Pelaya,Leguminosas,Frijol,100,93,56
Cesar,Pelaya,Oleaginosas,Palma De Aceite,2160,2100,6300
Cesar,Pelaya,Otros Permanentes,Cacao,8,4,2
Cesar,Pelaya,Otros Permanentes,Cafe,4,4,2
Cesar,Pelaya,Tuberculos Y Platanos,Platano,90,10,60
Cesar,Pelaya,Tuberculos Y Platanos,Yuca,300,270,2430
Cesar,Pueblo Bello,Cereales,Maiz,910,835,668
Cesar,Pueblo Bello,Frutales,Aguacate,190,190,1235
Cesar,Pueblo Bello,Frutales,Citricos,450,270,2970
Cesar,Pueblo Bello,Frutales,Tomate De Arbol,15,11,77
Cesar,Pueblo Bello,Hortalizas,Ahuyama,73,70,700
Cesar,Pueblo Bello,Hortalizas,Tomate,89,85,835
Cesar,Pueblo Bello,Leguminosas,Frijol,450,430,258
Cesar,Pueblo Bello,Otros Permanentes,Cacao,1870,953,477
Cesar,Pueblo Bello,Otros Permanentes,Cafe,5745,5181,3411
Cesar,Pueblo Bello,Otros Permanentes,Cana Panelera,226,205,841
Cesar,Pueblo Bello,Tuberculos Y Platanos,Malanga,308,120,960
Cesar,Pueblo Bello,Tuberculos Y Platanos,Platano,869,720,4392
Cesar,Pueblo Bello,Tuberculos Y Platanos,Yuca,410,350,2100
Cesar,Rio De Oro,Cereales,Maiz,800,750,861
Cesar,Rio De Oro,Frutales,Aguacate,184,120,720
Cesar,Rio De Oro,Frutales,Guanabana,32,20,120
Cesar,Rio De Oro,Frutales,Limon,25,12,72
Cesar,Rio De Oro,Frutales,Mango,523,80,640
Cesar,Rio De Oro,Frutales,Maracuya,35,21,84
Cesar,Rio De Oro,Hortalizas,Aji,25,25,75
Cesar,Rio De Oro,Hortalizas,Cebolla De Bulbo,45,42,792
Cesar,Rio De Oro,Hortalizas,Cebolla De Rama,330,316,4740
Cesar,Rio De Oro,Hortalizas,Cilantro,50,50,130
Cesar,Rio De Oro,Hortalizas,Pimenton,60,60,190
Cesar,Rio De Oro,Hortalizas,Tomate,80,76,1254
Cesar,Rio De Oro,Leguminosas,Frijol,280,268,322
Cesar,Rio De Oro,Leguminosas,Habichuela,30,30,120
Cesar,Rio De Oro,Oleaginosas,Palma De Aceite,1250,1200,3360
Cesar,Rio De Oro,Otros Permanentes,Cacao,85,60,30
Cesar,Rio De Oro,Otros Permanentes,Cafe,129,101,67
Cesar,Rio De Oro,Otros Permanentes,Cana Panelera,52,52,208
Cesar,Rio De Oro,Tuberculos Y Platanos,Arracacha,15,15,23
Cesar,Rio De Oro,Tuberculos Y Platanos,Yuca,250,220,660
Cesar,San Alberto,Cereales,Arroz,255,253,1144
Cesar,San Alberto,Cereales,Maiz,75,66,66
Cesar,San Alberto,Cereales,Maiz Forrajero,35,35,175
Cesar,San Alberto,Frutales,Aguacate,12,10,40
Cesar,San Alberto,Frutales,Citricos,25,10,60
Cesar,San Alberto,Frutales,Mora,6,6,48
Cesar,San Alberto,Hortalizas,Cebolla De Bulbo,160,154,2310
Cesar,San Alberto,Leguminosas,Arveja,30,30,14
Cesar,San Alberto,Leguminosas,Frijol,160,149,119
Cesar,San Alberto,Oleaginosas,Palma De Aceite,15000,12000,36000
Cesar,San Alberto,Otros Permanentes,Cacao,335,335,134
Cesar,San Alberto,Otros Permanentes,Cafe,28,25,17
Cesar,San Alberto,Tuberculos Y Platanos,Platano,70,70,490
Cesar,San Alberto,Tuberculos Y Platanos,Yuca,50,45,405
Cesar,San Diego,Cereales,Arroz,169,168,840
Cesar,San Diego,Cereales,Maiz,1812,1702,2308
Cesar,San Diego,Frutales,Aguacate,65,62,372
Cesar,San Diego,Frutales,Citricos,13,13,78
Cesar,San Diego,Frutales,Mango,30,30,300
Cesar,San Diego,Frutales,Melon,30,30,180
Cesar,San Diego,Frutales,Patilla,22,22,176
Cesar,San Diego,Hortalizas,Ahuyama,100,90,900
Cesar,San Diego,Leguminosas,Frijol,240,225,135
Cesar,San Diego,Oleaginosas,Palma De Aceite,200,150,450
Cesar,San Diego,Otros Permanentes,Cacao,96,96,38
Cesar,San Diego,Tuberculos Y Platanos,Platano,199,190,1330
Cesar,San Diego,Tuberculos Y Platanos,Yuca,72,72,936
Cesar,San Martin,Cereales,Arroz,2944,2930,12890
Cesar,San Martin,Cereales,Maiz,3150,3010,9010
Cesar,San Martin,Frutales,Aguacate,200,50,347
Cesar,San Martin,Frutales,Mango,85,70,560
Cesar,San Martin,Hortalizas,Ahuyama,56,50,550
Cesar,San Martin,Leguminosas,Frijol,370,352,246
Cesar,San Martin,Oleaginosas,Palma De Aceite,7067,6700,20100
Cesar,San Martin,Otros Permanentes,Cacao,150,42,17
Cesar,San Martin,Otros Permanentes,Cafe,21,20,13
Cesar,San Martin,Tuberculos Y Platanos,Platano,160,150,1050
Cesar,San Martin,Tuberculos Y Platanos,Yuca,250,200,899
Cesar,San Martin,Tuberculos Y Platanos,name,20,19,19
Cesar,Tamalameque,Cereales,Arroz,1644,1638,6836
Cesar,Tamalameque,Cereales,Maiz,760,670,635
Cesar,Tamalameque,Frutales,Mango,60,0,0
Cesar,Tamalameque,Frutales,Melon,600,590,5900
Cesar,Tamalameque,Frutales,Patilla,400,400,4000
Cesar,Tamalameque,Hortalizas,Ahuyama,1100,950,21500
Cesar,Tamalameque,Hortalizas,Aji,110,90,270
Cesar,Tamalameque,Hortalizas,Cilantro,58,45,585
Cesar,Tamalameque,Hortalizas,Tomate,100,85,935
Cesar,Tamalameque,Leguminosas,Frijol,160,145,87
Cesar,Tamalameque,Oleaginosas,Palma De Aceite,3000,2500,6500
Cesar,Tamalameque,Tuberculos Y Platanos,Platano,150,20,120
Cesar,Tamalameque,Tuberculos Y Platanos,Yuca,350,300,1531
Cesar,Valledupar,Cereales,Arroz,4216,4008,18048
Cesar,Valledupar,Cereales,Maiz,1700,1510,1686
Cesar,Valledupar,Fibras,Algodon,51,51,51
Cesar,Valledupar,Frutales,Aguacate,530,410,2460
Cesar,Valledupar,Frutales,Banano,5,5,25
Cesar,Valledupar,Frutales,Citricos,140,100,600
Cesar,Valledupar,Frutales,Lulo,85,70,490
Cesar,Valledupar,Frutales,Mango,480,480,3840
Cesar,Valledupar,Frutales,Papaya,310,60,1980
Cesar,Valledupar,Frutales,Patilla,40,36,360
Cesar,Valledupar,Hortalizas,Tomate,27,26,404
Cesar,Valledupar,Leguminosas,Frijol,130,115,87
Cesar,Valledupar,Oleaginosas,Palma De Aceite,3200,3200,9600
Cesar,Valledupar,Otros Permanentes,Cacao,760,760,380
Cesar,Valledupar,Otros Permanentes,Cafe,3400,3165,2084
Cesar,Valledupar,Otros Permanentes,Cana Panelera,840,840,2940
Cesar,Valledupar,Tuberculos Y Platanos,Malanga,110,110,880
Cesar,Valledupar,Tuberculos Y Platanos,Platano,440,310,1550
Cesar,Valledupar,Tuberculos Y Platanos,Yuca,250,200,1600
Cesar,Valledupar,Tuberculos Y Platanos,name,35,35,350
Choco,Acandi,Cereales,Arroz,1000,1000,1800
Choco,Acandi,Cereales,Maiz,500,500,386
Choco,Acandi,Frutales,Coco,55,27,270
Choco,Acandi,Hortalizas,Aji,40,40,280
Choco,Acandi,Otros Permanentes,Cacao,144,108,54
Choco,Acandi,Tuberculos Y Platanos,Platano,138,138,1325
Choco,Acandi,Tuberculos Y Platanos,Yuca,120,120,2400
Choco,Acandi,Tuberculos Y Platanos,name,120,120,2400
Choco,Alto Baudo,Cereales,Arroz,810,480,576
Choco,Alto Baudo,Cereales,Maiz,810,575,230
Choco,Alto Baudo,Frutales,Banano,262,230,1150
Choco,Alto Baudo,Frutales,Borojo,64,60,240
Choco,Alto Baudo,Frutales,Chontaduro,4,2,6
Choco,Alto Baudo,Frutales,Pina,20,17,340
Choco,Alto Baudo,Otros Permanentes,Cacao,181,150,45
Choco,Alto Baudo,Otros Permanentes,Cana Panelera,37,35,53
Choco,Alto Baudo,Tuberculos Y Platanos,Platano,4285,3100,18600
Choco,Alto Baudo,Tuberculos Y Platanos,Yuca,15,8,40
Choco,Alto Baudo,Tuberculos Y Platanos,name,6,5,25
Choco,Atrato,Cereales,Arroz,50,50,500
Choco,Atrato,Cereales,Maiz,68,60,59
Choco,Atrato,Frutales,Borojo,88,38,171
Choco,Atrato,Frutales,Lulo,22,12,48
Choco,Atrato,Frutales,Pina,42,5,175
Choco,Atrato,Otros Permanentes,Cacao,18,5,2
Choco,Atrato,Plantas Aromaticas Condimentarias Y Medicinales,Plantas Aromaticas,40,5,20
Choco,Atrato,Plantas Aromaticas Condimentarias Y Medicinales,Plantas Medicinales,40,5,200
Choco,Atrato,Tuberculos Y Platanos,Malanga,190,11,88
Choco,Atrato,Tuberculos Y Platanos,Platano,420,180,1800
Choco,Atrato,Tuberculos Y Platanos,Yuca,70,70,490
Choco,Bagado,Cereales,Maiz,106,84,120
Choco,Bagado,Frutales,Borojo,6,3,12
Choco,Bagado,Frutales,Chontaduro,3,2,3
Choco,Bagado,Frutales,Pina,14,7,84
Choco,Bagado,Otros Permanentes,Cacao,160,6,2
Choco,Bagado,Tuberculos Y Platanos,Platano,154,148,1475
Choco,Bagado,Tuberculos Y Platanos,Yuca,15,12,46
Choco,Bagado,Tuberculos Y Platanos,name,5,4,4
Choco,Bahia Solano,Cereales,Arroz,180,180,180
Choco,Bahia Solano,Cereales,Maiz,110,110,44
Choco,Bahia Solano,Frutales,Borojo,31,31,124
Choco,Bahia Solano,Frutales,Coco,187,187,1870
Choco,Bahia Solano,Frutales,Pina,10,8,128
Choco,Bahia Solano,Otros Permanentes,Cacao,10,8,3
Choco,Bahia Solano,Tuberculos Y Platanos,Malanga,35,35,393
Choco,Bahia Solano,Tuberculos Y Platanos,Platano,112,108,540
Choco,Bahia Solano,Tuberculos Y Platanos,Yuca,151,151,3322
Choco,Bahia Solano,Tuberculos Y Platanos,name,44,44,85
Choco,Bajo Baudo,Cereales,Arroz,1350,1210,2904
Choco,Bajo Baudo,Cereales,Maiz,1000,960,384
Choco,Bajo Baudo,Frutales,Borojo,15,7,28
Choco,Bajo Baudo,Frutales,Chontaduro,10,10,10
Choco,Bajo Baudo,Frutales,Coco,912,145,770
Choco,Bajo Baudo,Otros Permanentes,Cacao,161,15,8
Choco,Bajo Baudo,Otros Permanentes,Cana Miel,22,12,12
Choco,Bajo Baudo,Tuberculos Y Platanos,Malanga,50,40,640
Choco,Bajo Baudo,Tuberculos Y Platanos,Platano,478,160,960
Choco,Bajo Baudo,Tuberculos Y Platanos,Yuca,60,50,400
Choco,Bajo Baudo,Tuberculos Y Platanos,name,40,30,120
Choco,Bojaya,Cereales,Arroz,470,470,1310
Choco,Bojaya,Cereales,Maiz,370,370,370
Choco,Bojaya,Frutales,Borojo,183,63,189
Choco,Bojaya,Otros Permanentes,Cacao,70,70,42
Choco,Bojaya,Otros Permanentes,Cana Panelera,30,30,240
Choco,Bojaya,Tuberculos Y Platanos,Platano,2012,1942,19420
Choco,Bojaya,Tuberculos Y Platanos,Yuca,40,40,320
Choco,Carmen Del Atrato,Cereales,Maiz,50,40,100
Choco,Carmen Del Atrato,Frutales,Aguacate,78,33,396
Choco,Carmen Del Atrato,Frutales,Lulo,10,5,50
Choco,Carmen Del Atrato,Frutales,Mora,3,3,25
Choco,Carmen Del Atrato,Hortalizas,Cebolla De Rama,60,60,900
Choco,Carmen Del Atrato,Hortalizas,Cilantro,14,12,96
Choco,Carmen Del Atrato,Hortalizas,Pepino Cohombro,4,4,24
Choco,Carmen Del Atrato,Hortalizas,Tomate,6,6,84
Choco,Carmen Del Atrato,Leguminosas,Frijol,14,14,36
Choco,Carmen Del Atrato,Leguminosas,Habichuela,2,2,10
Choco,Carmen Del Atrato,Otros Permanentes,Cafe,170,126,159
Choco,Carmen Del Atrato,Otros Permanentes,Cana Panelera,60,60,150
Choco,Carmen Del Atrato,Tuberculos Y Platanos,Papa,2,2,16
Choco,Carmen Del Atrato,Tuberculos Y Platanos,Platano,198,150,750
Choco,Carmen Del Atrato,Tuberculos Y Platanos,Yuca,10,8,160
Choco,Carmen Del Darien,Cereales,Arroz,1930,1930,4825
Choco,Carmen Del Darien,Cereales,Maiz,2580,2580,2438
Choco,Carmen Del Darien,Frutales,Banano,100,100,680
Choco,Carmen Del Darien,Otros Permanentes,Cacao,520,520,208
Choco,Carmen Del Darien,Tuberculos Y Platanos,Malanga,100,100,820
Choco,Carmen Del Darien,Tuberculos Y Platanos,Platano,3846,3702,75394
Choco,Carmen Del Darien,Tuberculos Y Platanos,Yuca,2500,2500,21000
Choco,Carmen Del Darien,Tuberculos Y Platanos,name,200,200,1640
Choco,Certegui,Cereales,Arroz,6,4,2
Choco,Certegui,Cereales,Maiz,10,8,6
Choco,Certegui,Frutales,Aguacate,7,2,1
Choco,Certegui,Frutales,Banano,14,6,26
Choco,Certegui,Frutales,Borojo,16,9,47
Choco,Certegui,Frutales,Chontaduro,3,3,3
Choco,Certegui,Frutales,Guanabana,2,1,1
Choco,Certegui,Frutales,Guayaba,2,1,1
Choco,Certegui,Frutales,Limon,6,2,1
Choco,Certegui,Frutales,Lulo,2,1,5
Choco,Certegui,Frutales,Pina,15,5,72
Choco,Certegui,Otros Permanentes,Cacao,14,7,4
Choco,Certegui,Plantas Aromaticas Condimentarias Y Medicinales,Achiote,8,8,7
Choco,Certegui,Tuberculos Y Platanos,Malanga,14,14,137
Choco,Certegui,Tuberculos Y Platanos,Platano,29,9,32
Choco,Certegui,Tuberculos Y Platanos,Yuca,16,11,77
Choco,Certegui,Tuberculos Y Platanos,name,32,24,179
Choco,Condoto,Cereales,Arroz,2,2,5
Choco,Condoto,Cereales,Maiz,5,4,2
Choco,Condoto,Frutales,Bananito,32,2,12
Choco,Condoto,Frutales,Banano,13,12,72
Choco,Condoto,Frutales,Borojo,14,14,54
Choco,Condoto,Frutales,Limon,1,1,11
Choco,Condoto,Frutales,Pina,6,5,100
Choco,Condoto,Otros Permanentes,Cacao,38,38,11
Choco,Condoto,Otros Permanentes,Cana Panelera,6,6,6
Choco,Condoto,Tuberculos Y Platanos,Platano,36,35,263
Choco,Condoto,Tuberculos Y Platanos,Yuca,5,5,28
Choco,Condoto,Tuberculos Y Platanos,name,30,28,134
Choco,El Canton Del San Pablo,Cereales,Arroz,35,27,8
Choco,El Canton Del San Pablo,Cereales,Maiz,78,62,37
Choco,El Canton Del San Pablo,Frutales,Bananito,255,160,800
Choco,El Canton Del San Pablo,Frutales,Borojo,56,38,114
Choco,El Canton Del San Pablo,Frutales,Limon,29,10,80
Choco,El Canton Del San Pablo,Frutales,Pina,89,21,315
Choco,El Canton Del San Pablo,Otros Permanentes,Cacao,61,20,12
Choco,El Canton Del San Pablo,Plantas Aromaticas Condimentarias Y Medicinales,Achiote,162,150,300
Choco,El Canton Del San Pablo,Tuberculos Y Platanos,Malanga,16,7,45
Choco,El Canton Del San Pablo,Tuberculos Y Platanos,Platano,340,80,560
Choco,El Canton Del San Pablo,Tuberculos Y Platanos,Yuca,130,94,705
Choco,El Canton Del San Pablo,Tuberculos Y Platanos,name,40,27,135
Choco,Istmina,Cereales,Arroz,395,385,385
Choco,Istmina,Cereales,Maiz,210,205,205
Choco,Istmina,Frutales,Badea,5,5,20
Choco,Istmina,Frutales,Bananito,298,278,1390
Choco,Istmina,Frutales,Borojo,343,323,1292
Choco,Istmina,Frutales,Chontaduro,132,30,60
Choco,Istmina,Frutales,Pina,62,55,550
Choco,Istmina,Otros Permanentes,Cacao,124,40,20
Choco,Istmina,Otros Permanentes,Cana Panelera,295,285,570
Choco,Istmina,Tuberculos Y Platanos,Platano,220,205,1025
Choco,Istmina,Tuberculos Y Platanos,Yuca,240,235,1410
Choco,Jurado,Cereales,Arroz,90,90,170
Choco,Jurado,Cereales,Maiz,112,110,44
Choco,Jurado,Frutales,Aguacate,51,51,255
Choco,Jurado,Frutales,Coco,110,108,1296
Choco,Jurado,Frutales,Pina,9,9,135
Choco,Jurado,Otros Permanentes,Cana Panelera,24,23,46
Choco,Jurado,Tuberculos Y Platanos,Platano,374,364,2184
Choco,Jurado,Tuberculos Y Platanos,Yuca,12,12,58
Choco,Jurado,Tuberculos Y Platanos,name,9,9,36
Choco,Litoral Del San Juan,Cereales,Arroz,35,35,35
Choco,Litoral Del San Juan,Cereales,Maiz,75,75,50
Choco,Litoral Del San Juan,Frutales,Banano,98,88,352
Choco,Litoral Del San Juan,Frutales,Borojo,15,15,60
Choco,Litoral Del San Juan,Frutales,Coco,76,26,364
Choco,Litoral Del San Juan,Otros Permanentes,Cana Miel,183,173,346
Choco,Litoral Del San Juan,Tuberculos Y Platanos,Malanga,500,500,5000
Choco,Litoral Del San Juan,Tuberculos Y Platanos,Platano,97,97,485
Choco,Litoral Del San Juan,Tuberculos Y Platanos,Yuca,40,40,240
Choco,Litoral Del San Juan,Tuberculos Y Platanos,name,5,5,20
Choco,Lloro,Frutales,Aguacate,80,20,100
Choco,Lloro,Frutales,Araza,105,8,80
Choco,Lloro,Frutales,Badea,7,1,1
Choco,Lloro,Frutales,Borojo,65,60,240
Choco,Lloro,Frutales,Pina,72,61,610
Choco,Lloro,Frutales,Zapote,17,2,6
Choco,Lloro,Otros Permanentes,Cana Panelera,29,25,50
Choco,Lloro,Plantas Aromaticas Condimentarias Y Medicinales,Achiote,20,2,2
Choco,Lloro,Tuberculos Y Platanos,Malanga,2,1,8
Choco,Lloro,Tuberculos Y Platanos,Platano,130,100,500
Choco,Lloro,Tuberculos Y Platanos,Yuca,60,40,240
Choco,Medio Atrato,Cereales,Arroz,553,520,1895
Choco,Medio Atrato,Cereales,Maiz,94,89,90
Choco,Medio Atrato,Frutales,Banano,59,54,216
Choco,Medio Atrato,Frutales,Borojo,20,20,40
Choco,Medio Atrato,Frutales,Coco,450,450,1800
Choco,Medio Atrato,Frutales,Limon,11,11,55
Choco,Medio Atrato,Frutales,Lulo,8,7,18
Choco,Medio Atrato,Frutales,Pina,42,40,200
Choco,Medio Atrato,Otros Permanentes,Cana Panelera,71,68,340
Choco,Medio Atrato,Tuberculos Y Platanos,Malanga,20,20,100
Choco,Medio Atrato,Tuberculos Y Platanos,Platano,497,487,2435
Choco,Medio Atrato,Tuberculos Y Platanos,Yuca,56,56,224
Choco,Medio Baudo,Cereales,Arroz,2600,2095,3031
Choco,Medio Baudo,Cereales,Maiz,866,866,394
Choco,Medio Baudo,Frutales,Borojo,16,15,60
Choco,Medio Baudo,Frutales,Chontaduro,5,3,9
Choco,Medio Baudo,Frutales,Coco,3,3,30
Choco,Medio Baudo,Frutales,Pina,51,39,390
Choco,Medio Baudo,Otros Permanentes,Cacao,886,660,264
Choco,Medio Baudo,Otros Permanentes,Cana Panelera,972,810,1620
Choco,Medio Baudo,Tuberculos Y Platanos,Malanga,10,10,100
